1
2
5
1
13
0
0
1
0
1
7
1
1
1
2
4
1
1
1
1
1
1
0
0
2
0
1
6
1
0
0
1
9
0
12
0
4
9
4
5
0
2
2
1
1
0
0
1
1
2
4
1
11
0
1
14
2
8
4
0
5
3
1
0
1
2
12
0
0
0
5
0
0
2
1
2
0
0
3
2
0
0
2
4
0
7
8
0
9
2
4
3
3
4
2
14
1
1
1
14
2
0
0
13
0
2
11
0
0
2
13
2
6
2
8
0
11
11
0
0
1
0
6
0
1
1
2
0
0
0
13
0
10
0
0
0
12
4
0
0
1
1
0
2
3
0
0
0
1
0
0
4
2
5
1
2
0
10
0
0
2
2
0
3
3
1
2
3
1
2
9
11
0
0
2
14
10
2
1
0
7
0
2
8
1
0
7
0
3
0
2
1
11
11
0
0
7
2
0
0
0
6
2
2
0
3
